id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,65724.44338083577
2,wind,2030,false,0.4,,0.0
3,solar,2030,false,0.5,,0.0
4,ocgt,2030,false,0.1,,27980.952953313827
5,electrolizer,2030,false,0.1,,1.0055803460213129
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,105367.89473684192
