id,scenario,probability,solution,total_cost
1,1,0.2,,1.7732122881742086e7
2,2,0.2,,1.7607574734395605e7
3,3,0.2,,2.1959186916395545e7
4,4,0.2,,2.2220498891289406e7
5,5,0.2,,2.413342826937837e7
