id,asset,milestone_year,rep_period,time_block_start,time_block_end,dual_balance_conversion
1,electrolizer,2030,1,1,1,22.821076923076923
2,electrolizer,2030,1,2,2,18.1014188147126
3,electrolizer,2030,1,3,3,16.30076923076923
4,electrolizer,2030,1,4,4,16.30076923076923
5,electrolizer,2030,1,5,5,16.30076923076923
6,electrolizer,2030,1,6,6,16.30076923076923
7,electrolizer,2030,1,7,7,16.30076923076923
8,electrolizer,2030,1,8,8,16.30076923076923
9,electrolizer,2030,1,9,9,16.30076923076923
10,electrolizer,2030,1,10,10,13.519001662130728
11,electrolizer,2030,1,11,11,13.519001662130728
12,electrolizer,2030,1,12,12,13.519001662130728
13,electrolizer,2030,1,13,13,13.519001662130728
14,electrolizer,2030,1,14,14,13.519001662130728
15,electrolizer,2030,1,15,15,13.519001662130728
16,electrolizer,2030,1,16,16,13.519001662130728
17,electrolizer,2030,1,17,17,13.519001662130728
18,electrolizer,2030,1,18,18,13.519001662130727
19,electrolizer,2030,1,19,19,16.30076923076923
20,electrolizer,2030,1,20,20,16.30076923076923
21,electrolizer,2030,1,21,21,16.30076923076923
22,electrolizer,2030,1,22,22,16.30076923076923
23,electrolizer,2030,1,23,23,16.30076923076923
24,electrolizer,2030,1,24,24,16.30076923076923
25,electrolizer,2030,2,1,1,0.005384615384615385
26,electrolizer,2030,2,2,2,0.005384615384615385
27,electrolizer,2030,2,3,3,0.005384615384615385
28,electrolizer,2030,2,4,4,0.005384615384615385
29,electrolizer,2030,2,5,5,0.005384615384615385
30,electrolizer,2030,2,6,6,0.005384615384615385
31,electrolizer,2030,2,7,7,0.005384615384615385
32,electrolizer,2030,2,8,8,0.005384615384615385
33,electrolizer,2030,2,9,9,0.005384615384615385
34,electrolizer,2030,2,10,10,0.005384615384615385
35,electrolizer,2030,2,11,11,0.005384615384615385
36,electrolizer,2030,2,12,12,0.005384615384615385
37,electrolizer,2030,2,13,13,0.005384615384615385
38,electrolizer,2030,2,14,14,0.005384615384615385
39,electrolizer,2030,2,15,15,0.004859615384615385
40,electrolizer,2030,2,16,16,0.004859615384615385
41,electrolizer,2030,2,17,17,0.004859615384615385
42,electrolizer,2030,2,18,18,0.004859615384615385
43,electrolizer,2030,2,19,19,0.005384615384615385
44,electrolizer,2030,2,20,20,0.005384615384615385
45,electrolizer,2030,2,21,21,0.005384615384615385
46,electrolizer,2030,2,22,22,0.005384615384615385
47,electrolizer,2030,2,23,23,0.005384615384615385
48,electrolizer,2030,2,24,24,0.005384615384615385
49,electrolizer,2030,3,1,1,0.013606923076923079
50,electrolizer,2030,3,2,2,0.015076923076923078
51,electrolizer,2030,3,3,3,0.01076923076923077
52,electrolizer,2030,3,4,4,0.01076923076923077
53,electrolizer,2030,3,5,5,0.01076923076923077
54,electrolizer,2030,3,6,6,0.01076923076923077
55,electrolizer,2030,3,7,7,0.01076923076923077
56,electrolizer,2030,3,8,8,0.01076923076923077
57,electrolizer,2030,3,9,9,0.01076923076923077
58,electrolizer,2030,3,10,10,0.01076923076923077
59,electrolizer,2030,3,11,11,0.01076923076923077
60,electrolizer,2030,3,12,12,0.01076923076923077
61,electrolizer,2030,3,13,13,0.01076923076923077
62,electrolizer,2030,3,14,14,0.01076923076923077
63,electrolizer,2030,3,15,15,0.01076923076923077
64,electrolizer,2030,3,16,16,0.01076923076923077
65,electrolizer,2030,3,17,17,0.01193266567227786
66,electrolizer,2030,3,18,18,0.01193266567227786
67,electrolizer,2030,3,19,19,0.01076923076923077
68,electrolizer,2030,3,20,20,0.01076923076923077
69,electrolizer,2030,3,21,21,0.01076923076923077
70,electrolizer,2030,3,22,22,0.01076923076923077
71,electrolizer,2030,3,23,23,0.01076923076923077
72,electrolizer,2030,3,24,24,0.01076923076923077
73,electrolizer,2030,4,1,1,0.005384615384615385
74,electrolizer,2030,4,2,2,0.005384615384615385
75,electrolizer,2030,4,3,3,0.005384615384615385
76,electrolizer,2030,4,4,4,0.005384615384615385
77,electrolizer,2030,4,5,5,0.005384615384615385
78,electrolizer,2030,4,6,6,0.005384615384615385
79,electrolizer,2030,4,7,7,0.005384615384615385
80,electrolizer,2030,4,8,8,0.005384615384615385
81,electrolizer,2030,4,9,9,0.005384615384615385
82,electrolizer,2030,4,10,10,0.005384615384615385
83,electrolizer,2030,4,11,11,0.005384615384615385
84,electrolizer,2030,4,12,12,0.005384615384615385
85,electrolizer,2030,4,13,13,0.005384615384615385
86,electrolizer,2030,4,14,14,0.005384615384615385
87,electrolizer,2030,4,15,15,0.005384615384615385
88,electrolizer,2030,4,16,16,0.005384615384615385
89,electrolizer,2030,4,17,17,0.005384615384615385
90,electrolizer,2030,4,18,18,0.005384615384615385
91,electrolizer,2030,4,19,19,0.005384615384615385
92,electrolizer,2030,4,20,20,0.005384615384615385
93,electrolizer,2030,4,21,21,0.005384615384615385
94,electrolizer,2030,4,22,22,0.005384615384615385
95,electrolizer,2030,4,23,23,0.005384615384615385
96,electrolizer,2030,4,24,24,0.005384615384615385
97,electrolizer,2030,5,1,1,0.0068034615384615395
98,electrolizer,2030,5,2,2,0.0068034615384615395
99,electrolizer,2030,5,3,3,0.0068034615384615395
100,electrolizer,2030,5,4,4,0.0068034615384615395
101,electrolizer,2030,5,5,5,0.0068034615384615395
102,electrolizer,2030,5,6,6,0.0068034615384615395
103,electrolizer,2030,5,7,7,0.007538461538461539
104,electrolizer,2030,5,8,8,0.007538461538461539
105,electrolizer,2030,5,9,9,0.007538461538461539
106,electrolizer,2030,5,10,10,0.007538461538461539
107,electrolizer,2030,5,11,11,0.007538461538461539
108,electrolizer,2030,5,12,12,0.0068034615384615395
109,electrolizer,2030,5,13,13,0.0068034615384615395
110,electrolizer,2030,5,14,14,0.0068034615384615395
111,electrolizer,2030,5,15,15,0.0068034615384615395
112,electrolizer,2030,5,16,16,0.007538461538461539
113,electrolizer,2030,5,17,17,0.007538461538461539
114,electrolizer,2030,5,18,18,0.007538461538461539
115,electrolizer,2030,5,19,19,0.007538461538461539
116,electrolizer,2030,5,20,20,0.007538461538461539
117,electrolizer,2030,5,21,21,0.007538461538461539
118,electrolizer,2030,5,22,22,0.005384615384615385
119,electrolizer,2030,5,23,23,0.005384615384615385
120,electrolizer,2030,5,24,24,0.005384615384615385
121,electrolizer,2030,6,1,1,0.005384615384615385
122,electrolizer,2030,6,2,2,0.005384615384615385
123,electrolizer,2030,6,3,3,0.005384615384615385
124,electrolizer,2030,6,4,4,0.005384615384615385
125,electrolizer,2030,6,5,5,0.005384615384615385
126,electrolizer,2030,6,6,6,0.005384615384615385
127,electrolizer,2030,6,7,7,0.005384615384615385
128,electrolizer,2030,6,8,8,0.005384615384615385
129,electrolizer,2030,6,9,9,0.0
130,electrolizer,2030,6,10,10,0.0
131,electrolizer,2030,6,11,11,0.0
132,electrolizer,2030,6,12,12,0.0
133,electrolizer,2030,6,13,13,0.0
134,electrolizer,2030,6,14,14,0.0
135,electrolizer,2030,6,15,15,0.0
136,electrolizer,2030,6,16,16,0.0
137,electrolizer,2030,6,17,17,0.0
138,electrolizer,2030,6,18,18,0.005384615384615385
139,electrolizer,2030,6,19,19,0.005384615384615385
140,electrolizer,2030,6,20,20,0.005384615384615385
141,electrolizer,2030,6,21,21,0.005384615384615385
142,electrolizer,2030,6,22,22,0.005384615384615385
143,electrolizer,2030,6,23,23,0.005384615384615385
144,electrolizer,2030,6,24,24,0.005384615384615385
145,electrolizer,2030,7,1,1,0.0068034615384615395
146,electrolizer,2030,7,2,2,0.0068034615384615395
147,electrolizer,2030,7,3,3,0.0068034615384615395
148,electrolizer,2030,7,4,4,0.0068034615384615395
149,electrolizer,2030,7,5,5,0.0068034615384615395
150,electrolizer,2030,7,6,6,0.0068034615384615395
151,electrolizer,2030,7,7,7,0.0068034615384615395
152,electrolizer,2030,7,8,8,0.007538461538461539
153,electrolizer,2030,7,9,9,0.007538461538461539
154,electrolizer,2030,7,10,10,0.0068034615384615395
155,electrolizer,2030,7,11,11,0.0068034615384615395
156,electrolizer,2030,7,12,12,0.0068034615384615395
157,electrolizer,2030,7,13,13,0.0068034615384615395
158,electrolizer,2030,7,14,14,0.0068034615384615395
159,electrolizer,2030,7,15,15,0.0068034615384615395
160,electrolizer,2030,7,16,16,0.007538461538461539
161,electrolizer,2030,7,17,17,0.007538461538461539
162,electrolizer,2030,7,18,18,0.007538461538461539
163,electrolizer,2030,7,19,19,0.007538461538461539
164,electrolizer,2030,7,20,20,0.007538461538461539
165,electrolizer,2030,7,21,21,0.007538461538461539
166,electrolizer,2030,7,22,22,0.0068034615384615395
