id,scenario,probability,solution,total_cost
1,11,0.019999999999999997,,1.598199159488753e7
2,14,0.019999999999999997,,1.6201353403664468e7
3,15,0.019999999999999997,,1.478262847981561e7
4,16,0.019999999999999997,,1.6220963305395205e7
5,17,0.019999999999999997,,1.6684237614541287e7
6,31,0.9,,1.9365159169571403e7
