id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,67670.64901848603
2,wind,2030,false,0.4,,0.0
3,solar,2030,false,0.5,,0.0
4,ocgt,2030,false,0.1,,5291.886842391716
5,electrolizer,2030,false,0.1,,1.0726031872799215
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,25936.748107217238
