id,scenario,probability,solution,total_cost
1,1,0.025,,175.35074460649852
2,2,0.025,,170.4306689354504
3,3,0.025,,166.0829575809152
4,4,0.025,,180.06591142531983
5,5,0.025,,188.70795929593768
6,6,0.025,,192.0699928164717
7,7,0.025,,165.6948499311349
8,8,0.025,,169.2417008262481
9,9,0.025,,198.03845812892797
10,10,0.025,,179.71075061916648
11,11,0.025,,168.8051072975214
12,12,0.025,,175.27706894242866
13,13,0.025,,215.00413768327977
14,14,0.025,,201.00464354561592
15,15,0.025,,216.48284888082424
16,16,0.025,,227.8383644370573
17,17,0.025,,234.79199248500046
18,18,0.025,,222.4561822692913
19,19,0.025,,209.78362217240613
20,20,0.025,,208.35664688106468
21,21,0.025,,215.28394953145067
22,22,0.025,,250.80068463817426
23,23,0.025,,267.3357156510356
24,24,0.025,,260.4794084018183
25,25,0.025,,285.50034061531034
26,26,0.025,,236.38241357269905
27,27,0.025,,268.95146651446845
28,28,0.025,,257.32347605629104
29,29,0.025,,301.1299428678962
30,30,0.025,,300.5438776248008
31,31,0.025,,318.4605721290353
32,32,0.025,,289.31864354245175
33,33,0.025,,310.04083608115485
34,34,0.025,,328.0400174759982
35,35,0.025,,308.81228262949605
36,36,0.025,,292.54668804428655
37,37,0.025,,309.77207921703217
38,38,0.025,,322.89842537788087
39,39,0.025,,293.9075006618055
40,40,0.025,,309.6014903720419
