id,asset,milestone_year,rep_period,time_block_start,time_block_end,solution,dual_accumulated_storage_intra_period
1,h2_storage,2030,1,1,1,,-0.7679696284544885
2,h2_storage,2030,1,2,2,,-0.7679696284544885
3,h2_storage,2030,1,3,3,,-0.7679696284544885
4,h2_storage,2030,1,4,4,,-0.7679696284544885
5,h2_storage,2030,1,5,5,,-0.7679696284544885
6,h2_storage,2030,1,6,6,,-0.7679696284544885
7,h2_storage,2030,1,7,7,,-0.7679696284544885
8,h2_storage,2030,1,8,8,,-0.7679696284544885
9,h2_storage,2030,1,9,9,,-0.7679696284544885
10,h2_storage,2030,1,10,10,,-0.7679696284544885
11,h2_storage,2030,1,11,11,,-0.7679696284544885
12,h2_storage,2030,1,12,12,,-0.7679696284544885
13,h2_storage,2030,1,13,13,,-0.7679696284544885
14,h2_storage,2030,1,14,14,,-0.7679696284544885
15,h2_storage,2030,1,15,15,,-0.7679696284544885
16,h2_storage,2030,1,16,16,,-0.7679696284544885
17,h2_storage,2030,1,17,17,,-0.7679696284544885
18,h2_storage,2030,1,18,18,,-0.7679696284544885
19,h2_storage,2030,1,19,19,,-0.7679696284544885
20,h2_storage,2030,1,20,20,,-0.7679696284544885
21,h2_storage,2030,1,21,21,,-0.7679696284544885
22,h2_storage,2030,1,22,22,,-0.7679696284544885
23,h2_storage,2030,1,23,23,,-0.7679696284544885
24,h2_storage,2030,1,24,24,,-0.7679696284544885
25,h2_storage,2030,2,1,1,,-1.4725393798299364
26,h2_storage,2030,2,2,2,,-1.4725393798299364
27,h2_storage,2030,2,3,3,,-1.4725393798299364
28,h2_storage,2030,2,4,4,,-1.4725393798299364
29,h2_storage,2030,2,5,5,,-1.4725393798299364
30,h2_storage,2030,2,6,6,,-1.4725393798299364
31,h2_storage,2030,2,7,7,,-1.4725393798299364
32,h2_storage,2030,2,8,8,,-1.4725393798299364
33,h2_storage,2030,2,9,9,,-1.4725393798299364
34,h2_storage,2030,2,10,10,,-1.4725393798299364
35,h2_storage,2030,2,11,11,,-1.4725393798299364
36,h2_storage,2030,2,12,12,,-1.4725393798299364
37,h2_storage,2030,2,13,13,,-1.4725393798299364
38,h2_storage,2030,2,14,14,,-1.4725393798299364
39,h2_storage,2030,2,15,15,,-1.4725393798299364
40,h2_storage,2030,2,16,16,,-1.4725393798299364
41,h2_storage,2030,2,17,17,,-1.4725393798299364
42,h2_storage,2030,2,18,18,,-1.4725393798299364
43,h2_storage,2030,2,19,19,,-1.4725393798299364
44,h2_storage,2030,2,20,20,,-1.4725393798299364
45,h2_storage,2030,2,21,21,,-1.4725393798299364
46,h2_storage,2030,2,22,22,,-1.4725393798299364
47,h2_storage,2030,2,23,23,,-1.4725393798299364
48,h2_storage,2030,2,24,24,,-1.4725393798299364
49,h2_storage,2030,3,1,1,,-1.0349426956350027
50,h2_storage,2030,3,2,2,,-1.0349426956350027
51,h2_storage,2030,3,3,3,,-1.0349426956350027
52,h2_storage,2030,3,4,4,,-1.0349426956350027
