id,scenario,probability,solution,total_cost
1,1,0.1,,1.7548938955001574e7
2,2,0.1,,1.780262099578847e7
3,3,0.1,,1.781053381253545e7
4,4,0.1,,1.7069678782496795e7
5,5,0.1,,1.7852671123431686e7
6,6,0.1,,1.8615867133433677e7
7,7,0.1,,2.2203884948498573e7
8,8,0.1,,2.1068816220177803e7
9,9,0.1,,2.334478130021485e7
10,10,0.1,,2.290305344034763e7
