id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,55464.03676142935
2,wind,2030,false,0.4,,86998.79014987625
3,solar,2030,false,0.5,,0.0
4,ocgt,2030,false,0.1,,67822.65311685766
5,electrolizer,2030,false,0.1,,1.0446578095344432
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,165954.3982429033
