id,scenario,probability,solution,dual_scenario_tail_excess
1,29,0.9,,-0.0
2,55,0.012499999999999997,,0.0125
3,59,0.012499999999999997,,0.0125
4,61,0.012499999999999997,,0.0125
5,62,0.012499999999999997,,0.0125
6,63,0.012499999999999997,,0.0125
7,65,0.012499999999999997,,0.0125
8,67,0.012499999999999997,,0.0125
9,68,0.012499999999999997,,0.0125
