Date,Month,Day,Hour,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
2018-01-01 00:00:00,1,1,0,23763.5,23772.5,24895,24197.4,23703.6,23982.4,24826.6,24562.6,23654.9,24033.3,24830,24994.9,23189,23999.4,23148.9,24349.2,24663.6,24046.3,24597.8,26277.6,23920.6,23431.8,24117,24195.9,24926.5,23245.9,23792.8,25185.8,25677.2,24585.9,23855.4,24388.2,24497.1,23893,24123.2,23964.2
2018-01-01 01:00:00,1,1,1,23599.8,23428.9,24917.7,24073.7,23375.6,23714.9,24730.4,24439.7,23515.2,23888.8,24526.4,25093.2,23095.2,23591,23043.6,24037.6,24662.9,23823.5,24451.1,26412.2,23811.3,23305.7,23954.5,23965.7,24795.6,23100.6,23424,25115,25587.1,24588.8,23766.7,24152.8,24491.1,23863.7,23996,23773.8
2018-01-01 02:00:00,1,1,2,23643.3,22869.6,24699.4,23586.1,23114.3,23228,24368.4,24047.8,23213.2,23509.6,23995.7,24928.6,22807.1,23171.2,22782.8,23653.3,24451.6,23394.7,24063.5,26297.8,23459.3,22710.5,23565.1,23450.8,24445.4,22734.2,22853.8,24813.8,25244.7,24334.3,23409.2,23688.3,24235.7,23396.4,23762.1,23346.6
2018-01-01 03:00:00,1,1,3,23871.5,22798.2,25055,23752.3,23261.1,23242.4,24524.5,24175.6,23377.1,23543.7,23975.1,25304.6,22850.6,23198.9,22871.5,23715.2,24764.5,23433.6,24237.7,24474.7,23552.2,22735.9,23465.2,23448.9,24658.5,22751.9,22775.1,25090.4,25450.5,24619.3,23573.1,23730.8,24534.5,23113,23969.3,23384
2018-01-01 04:00:00,1,1,4,23907.6,22685.9,25238.8,23782.1,23327.9,23187.8,24435.7,24143.3,23488.6,23478,23879.4,25475.7,22833.6,23153.1,22815.5,23684.6,24894.4,22845,24256.5,24426.9,23531,22653.7,23306,23448.9,24712.9,22687.5,22401.4,25204.2,25490.6,24720.6,23579.5,23682.4,24661.9,22786.6,24021.9,23305.6
2018-01-01 05:00:00,1,1,5,24549.3,22877.5,26066.4,24472.9,24086,23847.3,24948,24743.3,24249.7,24140.3,24465.4,26235.3,23545.1,23963.9,23788.9,24571.4,25668.6,23628.1,24900.7,25080.9,24402.2,23308.1,23980.6,24243.4,25362.4,23325.5,22691.9,25955.2,26164.6,25437.3,24226.6,24327.7,25439.4,23549.4,24720.9,23897.6
2018-01-01 06:00:00,1,1,6,25071.8,23570,26806.6,25098.9,24630,24375.4,25528.7,25320.7,24870.5,24862.1,24785.5,26896.3,24201.5,24737.3,24214.6,25255,26337,24411.5,25481.1,25763.9,25002.7,24188.4,24626.7,24832.8,25957.3,23959.3,23308.3,26630.8,26775.4,26082,24845.6,24874.5,26121.8,24322.8,25343.9,24321.8
2018-01-01 07:00:00,1,1,7,25653.2,24139.7,28006.5,25986.3,25193.7,24875,26286,26248.9,25569.4,25450.3,25520.9,27970.7,25036.2,25276.3,24827,25779.7,27385.3,25223.8,26467,26870.7,25329.8,25173.3,25222.1,25575.6,26909.4,24622.1,24093,27743.6,27793.5,27153.3,25829.4,25252.8,27187.6,24942.5,26178.6,24724.4
2018-01-01 08:00:00,1,1,8,25737.8,24070.8,28141.5,26141.7,25374.8,25061.3,26476.9,26259.2,25842,25350.6,25569.1,28022.4,25030.9,25462.2,24714.5,26034.5,27475.8,25096,26461.8,26906.6,25650.5,25035.3,25303.6,25513.7,26992.7,24610.1,24085.6,27804.4,27790,27195.2,25963.5,25500.4,27309,24882.6,26377,24797
2018-01-01 09:00:00,1,1,9,25997.8,24705.5,28456.9,26480.9,25827.7,25776.9,26770.8,26504.6,26254.7,25937,25894.6,28309.1,25717.7,26185.1,25208.5,26691.7,27791,25678.7,26691.1,27180,26292.5,25450.8,25967.8,26029.9,27318.3,25105,24502.7,28094.3,27998.9,27453.8,26161.7,26067.1,27660.8,25633.1,26716.8,25426.3
2018-01-01 10:00:00,1,1,10,26327.5,25665.6,28764.7,26907.7,26276.4,26318.1,27155.2,26948.7,26722.1,26810.5,26588.7,28587.2,26362.8,26796.6,26093.8,27202.4,28143,26404.7,27006.7,27540.7,26809.9,26387,26461,26619.8,27728.3,26141.6,25626.4,28437.7,28271.1,27779.4,26590.5,26529.1,28005.5,26420.3,27146.7,25954.7
2018-01-01 11:00:00,1,1,11,26969.1,26467.2,29542.5,27653.1,27023.2,27121.5,27839.2,27715.5,27462.5,27587.4,27336.1,29301.5,27139.9,27614.7,26814.9,27986.2,28849.2,27190.5,27771.8,28298.6,27581.6,27134.7,27218.7,27378.6,28490,26911.9,26413.4,29241.9,28987.3,28570.7,27367.6,27277.9,28718.3,27238.9,27884.4,26709.5
2018-01-01 12:00:00,1,1,12,27415.1,27051.5,30051,28185,27562.5,27704.1,28320.7,28275.8,27958.5,28137.9,27860.7,29821.3,27836,28203.3,27351.3,28548.5,29317.4,27760.2,28296.3,31695.8,28138.5,27400.4,27758.2,27915.1,29040.3,27458,26975.5,29820.3,29476.4,29142.2,27939.6,27807.5,29203,27832,28415.2,27256.1
2018-01-01 13:00:00,1,1,13,27291,27057.6,29972.6,28121.7,27521.3,27690.4,28224.8,28244.6,27825.5,28109.9,27805.1,29802.6,27717.5,28192.7,27276.8,28525.8,29247.7,27750.7,28255.2,31548.4,28109.8,27482.2,27711.7,27868.1,29000.4,27431.3,26960.2,29827.9,29414.9,29156.5,27927.5,27750.3,29126,27833.4,28353.9,27223.8
2018-01-01 14:00:00,1,1,14,27385.8,27247.7,30097.1,28263.7,27680.6,27859.5,28335.9,28415.3,27867.4,28271.8,27941,30008.4,27891.8,28354.5,27396.4,28687,29392.9,27932.5,28401.8,31675.2,28277.5,27682.3,27855.2,28009.9,29165.4,27593.7,27128.3,30039.4,29556.1,29371.8,28111.6,27887.4,29250.7,28007.8,28494.2,27393.6
2018-01-01 15:00:00,1,1,15,27719.6,27659,30426.5,28616.8,28068.9,28230.3,28667.1,28804.7,28132.8,28663.9,28311.6,30437.2,28318.5,28725.3,27733.3,29060.8,29788.2,28343.2,28791,32076.7,28671.2,28027.7,28214.2,28384,29552.5,27995.1,27532.9,30465.7,29941.1,29818.7,28523.2,28252.3,29610.9,28384.4,28845,27793.9
2018-01-01 16:00:00,1,1,16,28504.4,28487.7,31142.4,29402.9,28895.2,29013.2,29430.8,29629.4,28840.7,29483.5,29117.5,31291,29083.8,29512,28481.7,29852.5,30632.1,29187.2,29623.1,32914.8,29496.7,28798.4,28999.4,29191.8,30371.7,28832.3,28367.6,31326.8,30767.7,30695,29354.1,29052.6,30409.9,29165.9,29620.4,28634.4
2018-01-01 17:00:00,1,1,17,28872.7,28872.9,31402.3,29752.2,29291.4,29348.2,29774.6,30027.3,29132.2,29871.7,29502.3,31648.9,29441.6,29871.8,28913.4,30211.7,31041.5,29597.7,30014.9,30300,29892.4,29104.6,29350.5,29576,30771.6,29242.2,28743.4,31732,31164.2,31116.7,29752.5,29432.1,30774.1,29502.2,29954.5,29050.3
2018-01-01 18:00:00,1,1,18,29308.9,29298.5,31749.6,30151,29732.6,29732.1,30183.2,30484.9,29496.2,30298.8,29936.5,32012,29863.7,30276.1,29302,30616.5,31478.4,30049.3,30450.2,30749.8,30335.5,29444.1,29756.9,30002.1,31227.2,29686.6,29089.5,32159.9,31603.2,31575.5,30205,29861.3,31183,29870.1,30337.2,29517.5
2018-01-01 19:00:00,1,1,19,28883.1,28858.6,31246.4,29664.9,29307.9,29263.2,29744.2,30083.1,29016.4,29872.3,29517.3,31510,29286.1,29831.3,28843.2,30171.5,31055.4,29572,30025.8,30421,29917.8,28778.9,29308.7,29572.7,30828.9,29111.2,28445.4,31719.5,31195.1,31158.5,29781.6,29435.8,30746.4,29381.4,29843.4,29117.1
2018-01-01 20:00:00,1,1,20,27842.1,27794.4,30097,28536.6,28265.5,28205.9,28695.7,29051.4,27949.1,28847.6,28486.4,30325.6,28232.4,28795,27563,29130.1,29981.7,28451.7,28953.9,29494.6,28885.8,27543.7,28264.3,28545,29798,27944.9,27267.6,30606.3,30153.2,30078.3,28714.6,28405.7,29673.3,28307,28719.9,28106.7
2018-01-01 21:00:00,1,1,21,27074.4,26969.2,29236.3,27678.2,27499.1,27430.4,27930.4,28296.3,27175.1,28054.7,27669.7,29447.4,27489.2,28050.3,26816.6,28375.2,29177.7,27609.7,28143,28883.4,28128.1,26779.7,27498.7,27729.5,29051.1,27111.5,26445.4,29765.9,29378,29262.9,27922.9,27659.2,28867,27471.6,27879.7,27374.3
2018-01-01 22:00:00,1,1,22,26246.1,26068.2,28382.8,26759.6,26677,26597.8,27083.4,27497.4,26348.7,27279.9,26793.2,28577.6,26642.9,26969.5,25940.8,27566.1,28359.6,26745.5,27311,28249.8,27312.5,25959.7,26669.5,26839.7,28266.7,26241.8,25580.1,28916.5,28578,28439.5,27091.5,26862.7,28036.9,26561.1,26996.3,26591.7
2018-01-01 23:00:00,1,1,23,25364.1,25119.5,27668.4,25900.1,25636.8,25577,26101.3,26758.8,25417.1,26196.7,25889.7,27858.5,25727.6,26237.7,25017,26598.4,27662.9,25958,26614,27620,26362.9,25274.3,25812.6,25906.1,27538.4,25335.6,24768.2,28192.3,27892.7,27747.9,26331.2,25938.2,27321.8,25611.8,26185.3,25648.9
