id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,54866.41710019511
2,wind,2030,false,0.4,,107034.84815691225
3,solar,2030,false,0.5,,5889.463932960215
4,ocgt,2030,false,0.1,,86399.79112412248
5,electrolizer,2030,false,0.1,,1.1056635672020274
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,23319.979611069575
