id,scenario,probability,solution,dual_scenario_tail_excess
1,11,0.8,,-0.0
2,16,0.039999999999999994,,0.04000000000000001
3,17,0.039999999999999994,,0.04000000000000001
4,18,0.039999999999999994,,0.04000000000000001
5,19,0.039999999999999994,,0.04000000000000001
6,20,0.039999999999999994,,0.04000000000000001
