id,asset,milestone_year,rep_period,time_block_start,time_block_end,solution,dual_balance_storage_rep_period,dual_max_storage_level_rep_period_limit,dual_min_storage_level_rep_period_limit
4785,battery,2030,200,9,9,,-0.006380397162096529,0.0,0.0
4786,battery,2030,200,10,10,,-0.006380397162096529,0.0,0.0
4787,battery,2030,200,11,11,,-0.006380397162096529,0.0,0.0
4788,battery,2030,200,12,12,,-0.006380397162096529,0.0,0.0
4789,battery,2030,200,13,13,,-0.006380397162096529,0.0,0.0
4790,battery,2030,200,14,14,,-0.006380397162096529,0.0,0.0
4791,battery,2030,200,15,15,,-0.006380397162096529,0.0,0.0
4792,battery,2030,200,16,16,,-0.006380397162096529,0.0,0.0
4793,battery,2030,200,17,17,,-0.006380397162096529,0.0,0.0
4794,battery,2030,200,18,18,,-0.006380397162096529,0.0,0.0
4795,battery,2030,200,19,19,,-0.006380397162096529,0.0,0.0
4796,battery,2030,200,20,20,,-0.006380397162096529,0.0,0.0
4797,battery,2030,200,21,21,,-0.006380397162096529,0.0,0.0
4798,battery,2030,200,22,22,,-0.006380397162096529,0.0,0.0
4799,battery,2030,200,23,23,,-0.006380397162096529,0.0,0.0
4800,battery,2030,200,24,24,,-0.006380397162096529,0.0,0.0
4801,battery,2030,201,1,1,,-0.01490460834332933,0.0,0.0
4802,battery,2030,201,2,2,,-0.01345140902985472,0.0,0.0
4803,battery,2030,201,3,3,,-0.01345140902985472,0.0,0.0
4804,battery,2030,201,4,4,,-0.01345140902985472,0.0,0.0
4805,battery,2030,201,5,5,,-0.01345140902985472,0.0,0.0
4806,battery,2030,201,6,6,,-0.01345140902985472,0.0,0.0
4807,battery,2030,201,7,7,,-0.01345140902985472,0.0,0.0
4808,battery,2030,201,8,8,,-0.01345140902985472,0.0,0.0
4809,battery,2030,201,9,9,,-0.01345140902985472,0.0,0.0
4810,battery,2030,201,10,10,,-0.01345140902985472,0.0,0.0
4811,battery,2030,201,11,11,,-0.01345140902985472,0.0,0.0
4812,battery,2030,201,12,12,,-0.01345140902985472,0.0,0.0
4813,battery,2030,201,13,13,,-0.01345140902985472,0.0,0.0
4814,battery,2030,201,14,14,,-0.01345140902985472,0.0,0.0
4815,battery,2030,201,15,15,,-0.01345140902985472,0.0,0.0
4816,battery,2030,201,16,16,,-0.01345140902985472,0.0,0.0
4817,battery,2030,201,17,17,,-0.01345140902985472,0.0,0.0
4818,battery,2030,201,18,18,,-0.01345140902985472,0.0,0.0
4819,battery,2030,201,19,19,,-0.01345140902985472,0.0,0.0
4820,battery,2030,201,20,20,,-0.01345140902985472,0.0,0.0
4821,battery,2030,201,21,21,,-0.01345140902985472,0.0,0.0
4822,battery,2030,201,22,22,,-0.01345140902985472,0.0,0.0
4823,battery,2030,201,23,23,,-0.01345140902985472,0.0,0.0
4824,battery,2030,201,24,24,,-0.01345140902985472,0.0,0.0
4825,battery,2030,202,1,1,,-0.009876485843349731,0.0,0.0
4826,battery,2030,202,2,2,,-0.009876485843349731,0.0,0.0
4827,battery,2030,202,3,3,,-0.009876485843349731,0.0,0.0
4828,battery,2030,202,4,4,,-0.009876485843349731,0.0,0.0
4829,battery,2030,202,5,5,,-0.009876485843349731,0.0,0.0
4830,battery,2030,202,6,6,,-0.009876485843349731,0.0,0.0
4831,battery,2030,202,7,7,,-0.009876485843349731,0.0,0.0
4832,battery,2030,202,8,8,,-0.009876485843349731,0.0,0.0
4833,battery,2030,202,9,9,,-0.009876485843349731,0.0,0.0
4834,battery,2030,202,10,10,,-0.009876485843349731,0.0,0.0
4835,battery,2030,202,11,11,,-0.009876485843349731,0.0,0.0
4836,battery,2030,202,12,12,,-0.009876485843349731,0.0,0.0
4837,battery,2030,202,13,13,,-0.008913528473623134,0.0,0.0
4838,battery,2030,202,14,14,,-0.008913528473623134,0.0,0.0
4839,battery,2030,202,15,15,,-0.008913528473623134,0.0,0.0
4840,battery,2030,202,16,16,,-0.008913528473623134,0.0,0.0
4841,battery,2030,202,17,17,,-0.008913528473623134,0.0,0.0
4842,battery,2030,202,18,18,,-0.008913528473623134,0.0,0.0
4843,battery,2030,202,19,19,,-0.008913528473623134,0.0,0.0
4844,battery,2030,202,20,20,,-0.008913528473623134,0.0,0.0
4845,battery,2030,202,21,21,,-0.008913528473623134,0.0,0.0
4846,battery,2030,202,22,22,,-0.008913528473623134,0.0,0.0
4847,battery,2030,202,23,23,,-0.008913528473623134,0.0,0.0
4848,battery,2030,202,24,24,,-0.008913528473623134,0.0,0.0
4849,battery,2030,203,1,1,,-0.01782779650645805,0.0,0.0
4850,battery,2030,203,2,2,,-0.016089586347078383,0.0,0.0
4851,battery,2030,203,3,3,,-0.016089586347078383,0.0,0.0
4852,battery,2030,203,4,4,,-0.016089586347078383,0.0,0.0
4853,battery,2030,203,5,5,,-0.016089586347078383,0.0,0.0
