id,scenario,probability,solution,total_cost
1,1,0.014285714285714285,,190.18445265570008
2,2,0.014285714285714285,,185.90669654604216
3,3,0.014285714285714285,,176.0140915973428
4,4,0.014285714285714285,,192.251130721325
5,5,0.014285714285714285,,192.61536302876016
6,6,0.014285714285714285,,180.89501360449717
7,7,0.014285714285714285,,198.95272816367188
8,8,0.014285714285714285,,181.58772642527154
9,9,0.014285714285714285,,193.35290741100462
10,10,0.014285714285714285,,171.52423894675593
11,11,0.014285714285714285,,173.34608589188358
12,12,0.014285714285714285,,185.62335828621087
13,13,0.014285714285714285,,181.06189801807142
14,14,0.014285714285714285,,182.47679396535338
15,15,0.014285714285714285,,191.8451400326113
16,16,0.014285714285714285,,173.25590875444558
17,17,0.014285714285714285,,173.92636901430018
18,18,0.014285714285714285,,211.44014556356913
19,19,0.014285714285714285,,212.2804180847446
20,20,0.014285714285714285,,225.00478190661516
21,21,0.014285714285714285,,219.1703614999019
22,22,0.014285714285714285,,225.57547758643733
23,23,0.014285714285714285,,224.62488202100423
24,24,0.014285714285714285,,221.83040043168424
25,25,0.014285714285714285,,212.89703358125354
26,26,0.014285714285714285,,233.1870566692507
27,27,0.014285714285714285,,202.23022297755327
28,28,0.014285714285714285,,247.06228111324106
29,29,0.014285714285714285,,214.8668508505588
30,30,0.014285714285714285,,210.01028375022207
31,31,0.014285714285714285,,214.25378226387232
32,32,0.014285714285714285,,185.09757419499755
33,33,0.014285714285714285,,270.9320105794181
34,34,0.014285714285714285,,289.4525786955518
35,35,0.014285714285714285,,233.82482096975917
36,36,0.014285714285714285,,257.3827677181543
37,37,0.014285714285714285,,279.7798665684873
38,38,0.014285714285714285,,252.04487031625638
39,39,0.014285714285714285,,275.3927555095364
40,40,0.014285714285714285,,264.5817904279232
41,41,0.014285714285714285,,288.67721647692144
42,42,0.014285714285714285,,264.95761301643205
43,43,0.014285714285714285,,298.72163322291493
44,44,0.014285714285714285,,282.674618105644
45,45,0.014285714285714285,,276.5220971001975
46,46,0.014285714285714285,,254.13597418254528
47,47,0.014285714285714285,,300.07943396918364
48,48,0.014285714285714285,,272.3736139899321
49,49,0.014285714285714285,,254.3180650052265
50,50,0.014285714285714285,,273.0068740094786
51,51,0.014285714285714285,,271.2179928094946
52,52,0.014285714285714285,,280.0703572695125
53,53,0.014285714285714285,,240.46315625906232
54,54,0.014285714285714285,,303.47658696623654
55,55,0.014285714285714285,,302.8221012876171
56,56,0.014285714285714285,,313.02421984720814
57,57,0.014285714285714285,,323.29360528665404
58,58,0.014285714285714285,,272.4278457327011
59,59,0.014285714285714285,,291.7643966408618
60,60,0.014285714285714285,,329.1404709538213
61,61,0.014285714285714285,,353.0674022589081
62,62,0.014285714285714285,,295.1259749970685
63,63,0.014285714285714285,,328.453282494628
64,64,0.014285714285714285,,296.91756000094085
65,65,0.014285714285714285,,315.14905786582847
66,66,0.014285714285714285,,339.405467766815
67,67,0.014285714285714285,,309.1455381119766
68,68,0.014285714285714285,,283.372779309438
69,69,0.014285714285714285,,311.8413566602381
70,70,0.014285714285714285,,317.74768664813644
