id,scenario,probability,solution,total_cost
1,1,0.1,,195.49977806413295
2,2,0.1,,198.0253240632595
3,3,0.1,,214.4276354282427
4,4,0.1,,235.6990900149439
5,5,0.1,,227.68124320300635
6,6,0.1,,299.78583731535497
7,7,0.1,,302.11569734251225
8,8,0.1,,315.56298360287093
9,9,0.1,,300.18945793898695
10,10,0.1,,300.55882972688033
