id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.2306627935893013
2,wind,2030,false,0.4,,2.5639777209278805
3,solar,2030,false,0.5,,0.9518639331750868
4,ocgt,2030,false,0.1,,0.0
5,electrolizer,2030,false,0.1,,1.0
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
