id,scenario,probability,solution,dual_scenario_tail_excess
1,38,0.9,,-0.0
2,56,0.012499999999999997,,0.0125
3,57,0.012499999999999997,,0.0125
4,60,0.012499999999999997,,0.0125
5,61,0.012499999999999997,,0.0125
6,63,0.012499999999999997,,0.0125
7,65,0.012499999999999997,,0.0125
8,66,0.012499999999999997,,0.0125
9,70,0.012499999999999997,,0.0125
