id,scenario,probability,solution,dual_scenario_tail_excess
1,11,0.019999999999999997,,0.0
2,14,0.019999999999999997,,0.0
3,15,0.019999999999999997,,0.0
4,16,0.019999999999999997,,0.0
5,17,0.019999999999999997,,0.0
6,31,0.9,,0.2
