base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand,num_loss_of_load_h2_demand,water_borrowed,value_at_risk_threshold_mu
0_HourlyBenchmark,1,Gurobi,0.0,6.1844804,20.3229597,38.0145029,4.56617,2.1267800012166552e7,OPTIMAL,1226405,876013,0.0,0.0,,0,0,0.0,2.32595106625227e7
