id,asset,milestone_year,rep_period,time_block_start,time_block_end,solution,dual_balance_storage_rep_period,dual_max_storage_level_rep_period_limit,dual_min_storage_level_rep_period_limit
1221,battery,2030,51,21,21,,-0.012100201448076765,0.0,0.0
1222,battery,2030,51,22,22,,-0.012100201448076765,0.0,0.0
1223,battery,2030,51,23,23,,-0.012100201448076765,0.0,0.0
1224,battery,2030,51,24,24,,0.0,0.0,0.0
1225,battery,2030,52,1,1,,-0.05937906382544848,0.0,0.0
1226,battery,2030,52,2,2,,-0.05937906382544848,0.0,0.0
1227,battery,2030,52,3,3,,-0.05937906382544848,0.0,0.0
1228,battery,2030,52,4,4,,-0.05937906382544848,0.0,0.0
1229,battery,2030,52,5,5,,-0.05937906382544848,0.0,0.0
1230,battery,2030,52,6,6,,-0.05937906382544848,0.0,0.0
1231,battery,2030,52,7,7,,-0.05937906382544848,0.0,0.0
1232,battery,2030,52,8,8,,-0.05937906382544848,0.0,0.0
1233,battery,2030,52,9,9,,-0.05937906382544848,0.0,0.0
1234,battery,2030,52,10,10,,-0.05937906382544848,0.0,0.0
1235,battery,2030,52,11,11,,-0.05937906382544848,0.0,0.0
1236,battery,2030,52,12,12,,-0.05937906382544848,0.0,0.0
1237,battery,2030,52,13,13,,-0.05937906382544848,0.0,0.0
1238,battery,2030,52,14,14,,-0.05937906382544848,0.0,0.0
1239,battery,2030,52,15,15,,-0.05937906382544848,0.0,0.0
1240,battery,2030,52,16,16,,-0.05937906382544848,0.0,0.0
1241,battery,2030,52,17,17,,-0.05937906382544848,0.0,0.0
1242,battery,2030,52,18,18,,-0.05937906382544848,0.0,0.0
1243,battery,2030,52,19,19,,-0.05937906382544848,0.0,0.0
1244,battery,2030,52,20,20,,-0.05937906382544848,0.0,0.0
1245,battery,2030,52,21,21,,-0.05937906382544848,0.0,0.0
1246,battery,2030,52,22,22,,-0.05937906382544848,0.0,0.0
1247,battery,2030,52,23,23,,-0.05937906382544848,0.0,0.0
1248,battery,2030,52,24,24,,-0.05358960510246726,0.0,0.0
1249,battery,2030,53,1,1,,-0.28173546856396176,0.0,0.0
1250,battery,2030,53,2,2,,-0.2542662603789755,0.0,0.0
1251,battery,2030,53,3,3,,-0.2542662603789755,0.0,0.0
1252,battery,2030,53,4,4,,-0.2542662603789755,0.0,0.0
1253,battery,2030,53,5,5,,-0.2542662603789755,0.0,0.0
1254,battery,2030,53,6,6,,-0.2542662603789755,0.0,0.0
1255,battery,2030,53,7,7,,-0.2542662603789756,0.0,0.0
1256,battery,2030,53,8,8,,-0.2542662603789756,0.0,0.0
1257,battery,2030,53,9,9,,-0.2542662603789756,0.0,0.0
1258,battery,2030,53,10,10,,-0.2542662603789756,0.0,0.0
1259,battery,2030,53,11,11,,-0.2542662603789756,0.0,0.0
1260,battery,2030,53,12,12,,-0.2542662603789756,0.0,0.0
1261,battery,2030,53,13,13,,-0.2542662603789756,0.0,0.0
1262,battery,2030,53,14,14,,-0.2542662603789756,0.0,0.0
1263,battery,2030,53,15,15,,-0.2542662603789756,0.0,0.0
1264,battery,2030,53,16,16,,-0.2542662603789756,0.0,0.0
1265,battery,2030,53,17,17,,-0.2542662603789755,0.0,0.0
1266,battery,2030,53,18,18,,-0.2542662603789755,0.0,0.0
1267,battery,2030,53,19,19,,-0.2542662603789755,0.0,0.0
1268,battery,2030,53,20,20,,-0.2542662603789755,0.0,0.0
1269,battery,2030,53,21,21,,-0.2542662603789755,0.0,0.0
1270,battery,2030,53,22,22,,-0.2542662603789755,0.0,0.0
1271,battery,2030,53,23,23,,-0.2542662603789755,0.0,0.0
1272,battery,2030,53,24,24,,-0.2542662603789755,0.0,0.0
1273,battery,2030,54,1,1,,-0.04921443272334807,0.0,0.0
1274,battery,2030,54,2,2,,-0.04921443272334807,0.0,0.0
1275,battery,2030,54,3,3,,-0.04921443272334807,0.0,0.0
1276,battery,2030,54,4,4,,-0.04921443272334807,0.0,0.0
1277,battery,2030,54,5,5,,-0.04921443272334807,0.0,0.0
1278,battery,2030,54,6,6,,-0.04921443272334807,0.0,0.0
1279,battery,2030,54,7,7,,-0.04921443272334807,0.0,0.0
1280,battery,2030,54,8,8,,-0.04921443272334807,0.0,0.0
1281,battery,2030,54,9,9,,-0.04921443272334807,0.0,0.0
1282,battery,2030,54,10,10,,-0.04921443272334807,0.0,0.0
1283,battery,2030,54,11,11,,-0.04921443272334807,0.0,0.0
1284,battery,2030,54,12,12,,-0.04921443272334807,0.0,0.0
1285,battery,2030,54,13,13,,-0.04921443272334807,0.0,0.0
1286,battery,2030,54,14,14,,-0.04921443272334807,0.0,0.0
1287,battery,2030,54,15,15,,-0.04921443272334807,0.0,0.0
1288,battery,2030,54,16,16,,-0.04921443272334807,0.0,0.0
1289,battery,2030,54,17,17,,-0.04921443272334807,0.0,0.0
1290,battery,2030,54,18,18,,-0.04921443272334807,0.0,0.0
1291,battery,2030,54,19,19,,-0.04921443272334807,0.0,0.0
1292,battery,2030,54,20,20,,-0.04921443272334807,0.0,0.0
1293,battery,2030,54,21,21,,-0.04921443272334807,0.0,0.0
1294,battery,2030,54,22,22,,-0.04921443272334807,0.0,0.0
1295,battery,2030,54,23,23,,-0.04441602553282164,0.0,0.0
1296,battery,2030,54,24,24,,0.0,0.0,0.0
1297,battery,2030,55,1,1,,-0.03614326580521794,0.0,0.0
1298,battery,2030,55,2,2,,-0.03614326580521794,0.0,0.0
1299,battery,2030,55,3,3,,-0.03614326580521794,0.0,0.0
1300,battery,2030,55,4,4,,-0.03614326580521794,0.0,0.0
1301,battery,2030,55,5,5,,-0.03614326580521794,0.0,0.0
1302,battery,2030,55,6,6,,-0.03614326580521794,0.0,0.0
1303,battery,2030,55,7,7,,-0.03614326580521794,0.0,0.0
1304,battery,2030,55,8,8,,-0.0326192973892092,0.0,0.0
1305,battery,2030,55,9,9,,-0.0326192973892092,0.0,0.0
1306,battery,2030,55,10,10,,-0.0326192973892092,0.0,0.0
1307,battery,2030,55,11,11,,-0.0326192973892092,0.0,0.0
1308,battery,2030,55,12,12,,-0.0326192973892092,0.0,0.0
1309,battery,2030,55,13,13,,-0.0326192973892092,0.0,0.0
1310,battery,2030,55,14,14,,-0.0326192973892092,0.0,0.0
1311,battery,2030,55,15,15,,-0.0326192973892092,0.0,0.0
1312,battery,2030,55,16,16,,-0.0326192973892092,0.0,0.0
1313,battery,2030,55,17,17,,-0.0326192973892092,0.0,0.0
1314,battery,2030,55,18,18,,-0.0326192973892092,0.0,0.0
1315,battery,2030,55,19,19,,-0.0326192973892092,0.0,0.0
1316,battery,2030,55,20,20,,-0.0326192973892092,0.0,0.0
1317,battery,2030,55,21,21,,-0.0326192973892092,0.0,0.0
1318,battery,2030,55,22,22,,-0.0326192973892092,0.0,0.0
1319,battery,2030,55,23,23,,-0.0326192973892092,0.0,0.0
1320,battery,2030,55,24,24,,-0.0326192973892092,0.0,0.0
1321,battery,2030,56,1,1,,-0.07007430023904367,0.0,0.0
1322,battery,2030,56,2,2,,-0.06324205596573691,0.0,0.0
1323,battery,2030,56,3,3,,-0.06324205596573691,0.0,0.0
1324,battery,2030,56,4,4,,-0.06324205596573691,0.0,0.0
1325,battery,2030,56,5,5,,-0.06324205596573691,0.0,0.0
1326,battery,2030,56,6,6,,-0.06324205596573691,0.0,0.0
1327,battery,2030,56,7,7,,-0.06324205596573691,0.0,0.0
1328,battery,2030,56,8,8,,-0.06324205596573691,0.0,0.0
1329,battery,2030,56,9,9,,-0.06324205596573691,0.0,0.0
1330,battery,2030,56,10,10,,-0.06324205596573693,0.0,0.0
1331,battery,2030,56,11,11,,-0.06324205596573693,0.0,0.0
1332,battery,2030,56,12,12,,-0.06324205596573693,0.0,0.0
1333,battery,2030,56,13,13,,-0.06324205596573693,0.0,0.0
1334,battery,2030,56,14,14,,-0.06324205596573693,0.0,0.0
1335,battery,2030,56,15,15,,-0.06324205596573693,0.0,0.0
1336,battery,2030,56,16,16,,-0.06324205596573693,0.0,0.0
1337,battery,2030,56,17,17,,-0.06324205596573693,0.0,0.0
1338,battery,2030,56,18,18,,-0.06324205596573693,0.0,0.0
1339,battery,2030,56,19,19,,-0.06324205596573693,0.0,0.0
1340,battery,2030,56,20,20,,-0.06324205596573693,0.0,0.0
1341,battery,2030,56,21,21,,-0.06324205596573693,0.0,0.0
1342,battery,2030,56,22,22,,-0.06324205596573693,0.0,0.0
1343,battery,2030,56,23,23,,-0.06324205596573693,0.0,0.0
1344,battery,2030,56,24,24,,-0.06324205596573693,0.0,0.0
1345,battery,2030,57,1,1,,-0.05321819458388313,0.0,0.0
1346,battery,2030,57,2,2,,-0.05321819458388313,0.0,0.0
1347,battery,2030,57,3,3,,-0.05321819458388313,0.0,0.0
1348,battery,2030,57,4,4,,-0.05321819458388313,0.0,0.0
1349,battery,2030,57,5,5,,-0.05321819458388313,0.0,0.0
1350,battery,2030,57,6,6,,-0.05321819458388313,0.0,0.0
1351,battery,2030,57,7,7,,-0.05321819458388313,0.0,0.0
1352,battery,2030,57,8,8,,-0.05321819458388313,0.0,0.0
1353,battery,2030,57,9,9,,-0.05321819458388313,0.0,0.0
1354,battery,2030,57,10,10,,-0.05321819458388313,0.0,0.0
1355,battery,2030,57,11,11,,-0.05321819458388313,0.0,0.0
1356,battery,2030,57,12,12,,-0.05321819458388313,0.0,0.0
1357,battery,2030,57,13,13,,-0.05321819458388313,0.0,0.0
1358,battery,2030,57,14,14,,-0.05321819458388313,0.0,0.0
1359,battery,2030,57,15,15,,-0.05321819458388313,0.0,0.0
1360,battery,2030,57,16,16,,-0.05321819458388313,0.0,0.0
1361,battery,2030,57,17,17,,-0.05321819458388313,0.0,0.0
1362,battery,2030,57,18,18,,-0.05321819458388313,0.0,0.0
1363,battery,2030,57,19,19,,-0.05321819458388313,0.0,0.0
1364,battery,2030,57,20,20,,-0.05321819458388313,0.0,0.0
1365,battery,2030,57,21,21,,-0.05321819458388313,0.0,0.0
1366,battery,2030,57,22,22,,-0.05321819458388313,0.0,0.0
1367,battery,2030,57,23,23,,-0.05321819458388313,0.0,0.0
1368,battery,2030,57,24,24,,-0.04802942061195452,0.0,0.0
1369,battery,2030,58,1,1,,-0.08455425999100874,0.0,0.0
1370,battery,2030,58,2,2,,-0.07631021964188539,0.0,0.0
1371,battery,2030,58,3,3,,-0.07631021964188539,0.0,0.0
1372,battery,2030,58,4,4,,-0.07631021964188539,0.0,0.0
1373,battery,2030,58,5,5,,-0.07631021964188539,0.0,0.0
1374,battery,2030,58,6,6,,-0.07631021964188539,0.0,0.0
1375,battery,2030,58,7,7,,-0.07631021964188539,0.0,0.0
1376,battery,2030,58,8,8,,-0.07631021964188539,0.0,0.0
1377,battery,2030,58,9,9,,-0.07631021964188539,0.0,0.0
1378,battery,2030,58,10,10,,-0.07631021964188539,0.0,0.0
1379,battery,2030,58,11,11,,-0.07631021964188539,0.0,0.0
1380,battery,2030,58,12,12,,-0.07631021964188539,0.0,0.0
1381,battery,2030,58,13,13,,-0.07631021964188539,0.0,0.0
1382,battery,2030,58,14,14,,-0.07631021964188539,0.0,0.0
1383,battery,2030,58,15,15,,-0.07631021964188539,0.0,0.0
1384,battery,2030,58,16,16,,-0.07631021964188539,0.0,0.0
1385,battery,2030,58,17,17,,-0.07631021964188539,0.0,0.0
1386,battery,2030,58,18,18,,-0.07631021964188539,0.0,0.0
1387,battery,2030,58,19,19,,-0.07631021964188539,0.0,0.0
1388,battery,2030,58,20,20,,-0.07631021964188539,0.0,0.0
1389,battery,2030,58,21,21,,-0.07631021964188539,0.0,0.0
1390,battery,2030,58,22,22,,-0.07631021964188539,0.0,0.0
1391,battery,2030,58,23,23,,-0.07631021964188539,0.0,0.0
1392,battery,2030,58,24,24,,-0.07631021964188539,0.0,0.0
1393,battery,2030,59,1,1,,-0.03491645122729222,0.0,0.0
1394,battery,2030,59,2,2,,-0.03491645122729222,0.0,0.0
1395,battery,2030,59,3,3,,-0.03491645122729222,0.0,0.0
1396,battery,2030,59,4,4,,-0.03491645122729222,0.0,0.0
1397,battery,2030,59,5,5,,-0.03491645122729222,0.0,0.0
1398,battery,2030,59,6,6,,-0.03491645122729222,0.0,0.0
1399,battery,2030,59,7,7,,-0.03491645122729222,0.0,0.0
1400,battery,2030,59,8,8,,-0.03491645122729222,0.0,0.0
1401,battery,2030,59,9,9,,-0.03491645122729222,0.0,0.0
1402,battery,2030,59,10,10,,-0.031512097232631237,0.0,0.0
1403,battery,2030,59,11,11,,-0.031512097232631237,0.0,0.0
1404,battery,2030,59,12,12,,-0.031512097232631237,0.0,0.0
1405,battery,2030,59,13,13,,-0.031512097232631237,0.0,0.0
1406,battery,2030,59,14,14,,-0.031512097232631237,0.0,0.0
1407,battery,2030,59,15,15,,-0.031512097232631237,0.0,0.0
1408,battery,2030,59,16,16,,-0.031512097232631237,0.0,0.0
1409,battery,2030,59,17,17,,-0.031512097232631237,0.0,0.0
1410,battery,2030,59,18,18,,-0.031512097232631237,0.0,0.0
1411,battery,2030,59,19,19,,-0.031512097232631237,0.0,0.0
1412,battery,2030,59,20,20,,-0.031512097232631237,0.0,0.0
