asset,benchmark_solution,approximation_solution,diff
ccgt,1.2189138721082384,1.2580378419202913,0.03209740303011231
wind,2.6514690768617877,3.207462252350955,0.2096924985250919
solar,0.8638152678311549,0.889467500014744,0.02969643295145268
ocgt,0.0,0.0,0.0
electrolizer,1.0,1.0,0.0
wind_offshore,0.0,0.0,0.0
battery,0.0,0.0,0.0
e_demand_lol,0.0,0.0,0.0
h2_demand_lol,0.0,0.0,0.0
