id,scenario,probability,solution,dual_scenario_tail_excess
1,46,0.9,,-0.0
2,58,0.012499999999999997,,0.0125
3,61,0.012499999999999997,,0.0125
4,62,0.012499999999999997,,0.0125
5,63,0.012499999999999997,,0.0125
6,65,0.012499999999999997,,0.0125
7,67,0.012499999999999997,,0.0125
8,68,0.012499999999999997,,0.0125
9,69,0.012499999999999997,,0.0125
