id,scenario,probability,solution,total_cost
1,1,0.1,,193.25748620262488
2,2,0.1,,239.99478265361017
3,3,0.1,,213.34048943905267
4,4,0.1,,218.06605459333275
5,5,0.1,,230.11409835290877
6,6,0.1,,272.93878470785546
7,7,0.1,,296.0477158884974
8,8,0.1,,333.5232194258423
9,9,0.1,,352.3406957503482
10,10,0.1,,326.82284941586676
