id,scenario,probability,solution,total_cost
1,1,0.025,,163.70872971608873
2,2,0.025,,172.14865750362006
3,3,0.025,,182.69004985737826
4,4,0.025,,156.45363423563444
5,5,0.025,,175.05711912661596
6,6,0.025,,171.05874568935747
7,7,0.025,,165.14394684637747
8,8,0.025,,209.2120087298853
9,9,0.025,,195.88611941063613
10,10,0.025,,205.40305649034002
11,11,0.025,,206.4674501714956
12,12,0.025,,199.45744426311956
13,13,0.025,,209.4109860013455
14,14,0.025,,192.0350028018255
15,15,0.025,,197.61898627499377
16,16,0.025,,204.43772417185065
17,17,0.025,,215.77334278167868
18,18,0.025,,200.8678574383662
19,19,0.025,,195.21457317547575
20,20,0.025,,207.24545408767278
21,21,0.025,,173.5625487317973
22,22,0.025,,259.55164331542574
23,23,0.025,,241.81242354250253
24,24,0.025,,283.78211204024177
25,25,0.025,,275.8549620403659
26,26,0.025,,257.7879423752702
27,27,0.025,,261.4309817645613
28,28,0.025,,261.9809321274168
29,29,0.025,,294.4502423451619
30,30,0.025,,293.80951930198785
31,31,0.025,,299.2701657088806
32,32,0.025,,297.68380739730696
33,33,0.025,,285.39242632252683
34,34,0.025,,302.6779473370038
35,35,0.025,,332.3460278374119
36,36,0.025,,302.1896142123613
37,37,0.025,,291.7518492532172
38,38,0.025,,302.69421624333125
39,39,0.025,,271.69751462418
40,40,0.025,,295.37698378394157
