id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.290414496101774
2,wind,2030,false,0.4,,2.3953175066890715
3,solar,2030,false,0.5,,0.03094923002584353
4,ocgt,2030,false,0.1,,0.40981028103759404
5,electrolizer,2030,false,0.1,,1.0081585990424426
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
