id,scenario,probability,solution,total_cost
1,1,0.025,,185.22797435450698
2,2,0.025,,202.61931036567879
3,3,0.025,,203.38083044768487
4,4,0.025,,201.73512125350143
5,5,0.025,,195.60220269505626
6,6,0.025,,211.8231788804452
7,7,0.025,,219.27064439730728
8,8,0.025,,213.23489147047354
9,9,0.025,,196.73794665806838
10,10,0.025,,191.7187254633363
11,11,0.025,,207.64308291264237
12,12,0.025,,221.46127278787185
13,13,0.025,,203.7446106296464
14,14,0.025,,226.3390737674851
15,15,0.025,,241.5349820944197
16,16,0.025,,227.5549524206373
17,17,0.025,,244.25377536433072
18,18,0.025,,236.74887225042903
19,19,0.025,,262.5624346721211
20,20,0.025,,236.31492143978184
21,21,0.025,,239.33320149153326
22,22,0.025,,233.99097175245987
23,23,0.025,,296.3574016633558
24,24,0.025,,277.5085378314662
25,25,0.025,,292.1656161263961
26,26,0.025,,289.0723191585369
27,27,0.025,,326.098755967479
28,28,0.025,,299.06859166080386
29,29,0.025,,272.53783139069526
30,30,0.025,,318.3352875979834
31,31,0.025,,278.8130979700834
32,32,0.025,,320.4910793812212
33,33,0.025,,345.71095176623686
34,34,0.025,,349.5312703209743
35,35,0.025,,316.8043361212565
36,36,0.025,,341.2767784774726
37,37,0.025,,335.71822401470513
38,38,0.025,,372.2191600880294
39,39,0.025,,343.81999433391667
40,40,0.025,,311.1759928399393
