id,scenario,probability,solution,dual_scenario_tail_excess
1,49,0.9,,-0.0
2,52,0.012499999999999997,,0.0125
3,56,0.012499999999999997,,0.0125
4,57,0.012499999999999997,,0.0125
5,59,0.012499999999999997,,0.0125
6,61,0.012499999999999997,,0.0125
7,63,0.012499999999999997,,0.0125
8,65,0.012499999999999997,,0.0125
9,67,0.012499999999999997,,0.0125
