id,scenario,probability,solution,total_cost
1,1,0.014285714285714285,,167.6624239980291
2,2,0.014285714285714285,,185.72803428605096
3,3,0.014285714285714285,,194.97780070802312
4,4,0.014285714285714285,,188.43026273565513
5,5,0.014285714285714285,,183.70002149396387
6,6,0.014285714285714285,,202.85706457058737
7,7,0.014285714285714285,,176.09409954006475
8,8,0.014285714285714285,,196.54086561801037
9,9,0.014285714285714285,,174.8733968234024
10,10,0.014285714285714285,,197.45024460698818
11,11,0.014285714285714285,,187.63585758038047
12,12,0.014285714285714285,,187.17152073136708
13,13,0.014285714285714285,,218.74097639179695
14,14,0.014285714285714285,,204.87870971294439
15,15,0.014285714285714285,,222.86175224768843
16,16,0.014285714285714285,,220.1452196078633
17,17,0.014285714285714285,,213.0225435480293
18,18,0.014285714285714285,,219.7551188256923
19,19,0.014285714285714285,,226.8771017968057
20,20,0.014285714285714285,,226.24094680940067
21,21,0.014285714285714285,,205.85050650553003
22,22,0.014285714285714285,,226.67160302717093
23,23,0.014285714285714285,,234.10582843918797
24,24,0.014285714285714285,,219.79873333268387
25,25,0.014285714285714285,,235.70602259434094
26,26,0.014285714285714285,,200.32716949176006
27,27,0.014285714285714285,,213.08741020016268
28,28,0.014285714285714285,,216.61240738267458
29,29,0.014285714285714285,,236.05940742864482
30,30,0.014285714285714285,,217.13892590392982
31,31,0.014285714285714285,,212.12737856111158
32,32,0.014285714285714285,,226.15492701183322
33,33,0.014285714285714285,,219.5702878235291
34,34,0.014285714285714285,,184.1761263179424
35,35,0.014285714285714285,,268.0196147719427
36,36,0.014285714285714285,,269.91933442228
37,37,0.014285714285714285,,270.15881964534157
38,38,0.014285714285714285,,253.9576698315072
39,39,0.014285714285714285,,247.34595348977692
40,40,0.014285714285714285,,261.0311868438878
41,41,0.014285714285714285,,263.06691577079886
42,42,0.014285714285714285,,273.3328976330286
43,43,0.014285714285714285,,300.1636199975286
44,44,0.014285714285714285,,270.0768453692832
45,45,0.014285714285714285,,291.96183672394994
46,46,0.014285714285714285,,269.28642246207613
47,47,0.014285714285714285,,281.6621950906917
48,48,0.014285714285714285,,266.88600521438246
49,49,0.014285714285714285,,247.49222705629884
50,50,0.014285714285714285,,296.9235512692293
51,51,0.014285714285714285,,296.26599669169457
52,52,0.014285714285714285,,309.3415904791725
53,53,0.014285714285714285,,291.96631375854645
54,54,0.014285714285714285,,316.98643799753546
55,55,0.014285714285714285,,296.5073534825904
56,56,0.014285714285714285,,320.20206140405844
57,57,0.014285714285714285,,314.1825931399981
58,58,0.014285714285714285,,335.99113750045206
59,59,0.014285714285714285,,305.9565576308108
60,60,0.014285714285714285,,288.3975215339201
61,61,0.014285714285714285,,310.2805551984675
62,62,0.014285714285714285,,290.70751090451705
63,63,0.014285714285714285,,345.9025849854165
64,64,0.014285714285714285,,310.980061371644
65,65,0.014285714285714285,,299.4433015118819
66,66,0.014285714285714285,,314.7185734516713
67,67,0.014285714285714285,,339.3692584191538
68,68,0.014285714285714285,,306.91257652389095
69,69,0.014285714285714285,,277.07519511955815
70,70,0.014285714285714285,,299.89895766113995
