asset,benchmark_solution,approximation_solution,diff
ccgt,1.2139465674592638,1.1841402817743267,-0.024553210564547557
wind,2.6783647855582164,2.44289855180326,-0.08791417622595472
solar,0.47051028759259067,0.8298761922946442,0.7637790589888742
ocgt,0.5667550566365532,0.5935156828040364,0.0472172693549414
electrolizer,1.0780985019365223,1.1609860404593744,0.07688308477747276
wind_offshore,0.0,0.0,0.0
battery,0.0,0.0,0.0
