id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,54274.003683777344
2,wind,2030,false,0.4,,92578.23942459196
3,solar,2030,false,0.5,,5899.180444814503
4,ocgt,2030,false,0.1,,91581.70885158698
5,electrolizer,2030,false,0.1,,1.1056635672020274
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,23307.424056477103
