id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.1841402817743267
2,wind,2030,false,0.4,,2.44289855180326
3,solar,2030,false,0.5,,0.8298761922946442
4,ocgt,2030,false,0.1,,0.5935156828040364
5,electrolizer,2030,false,0.1,,1.1609860404593744
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
