id,asset,milestone_year,rep_period,time_block_start,time_block_end,dual_balance_conversion
1,electrolizer,2030,1,1,1,0.010482560640649523
2,electrolizer,2030,1,2,2,0.010482560640649523
3,electrolizer,2030,1,3,3,0.010482560640649523
4,electrolizer,2030,1,4,4,0.010482560640649523
5,electrolizer,2030,1,5,5,0.010482560640649523
6,electrolizer,2030,1,6,6,0.010482560640649523
7,electrolizer,2030,1,7,7,0.010482560640649523
8,electrolizer,2030,1,8,8,0.010482560640649523
9,electrolizer,2030,1,9,9,0.2620640160162378
10,electrolizer,2030,1,10,10,0.26206401601623813
11,electrolizer,2030,1,11,11,0.26206401601623813
12,electrolizer,2030,1,12,12,0.26206401601623813
13,electrolizer,2030,1,13,13,0.26206401601623813
14,electrolizer,2030,1,14,14,0.26206401601623813
15,electrolizer,2030,1,15,15,0.26206401601623813
16,electrolizer,2030,1,16,16,0.26206401601623813
17,electrolizer,2030,1,17,17,0.26206401601623813
18,electrolizer,2030,1,18,18,0.26206401601623813
19,electrolizer,2030,1,19,19,0.26206401601623813
20,electrolizer,2030,1,20,20,0.2620640160162378
21,electrolizer,2030,1,21,21,0.26206401601623813
22,electrolizer,2030,1,22,22,0.26206401601623813
23,electrolizer,2030,1,23,23,0.010482560640649523
24,electrolizer,2030,1,24,24,0.26206401601623813
25,electrolizer,2030,2,1,1,0.28105365594061127
26,electrolizer,2030,2,2,2,0.28105365594061127
27,electrolizer,2030,2,3,3,0.28105365594061127
28,electrolizer,2030,2,4,4,0.28105365594061127
29,electrolizer,2030,2,5,5,0.28105365594061127
30,electrolizer,2030,2,6,6,0.28105365594061127
31,electrolizer,2030,2,7,7,0.28105365594061127
32,electrolizer,2030,2,8,8,0.28105365594061127
33,electrolizer,2030,2,9,9,0.28105365594061127
34,electrolizer,2030,2,10,10,0.28105365594061127
35,electrolizer,2030,2,11,11,0.28105365594061127
36,electrolizer,2030,2,12,12,0.28105365594061127
37,electrolizer,2030,2,13,13,0.28105365594061127
38,electrolizer,2030,2,14,14,0.28105365594061127
39,electrolizer,2030,2,15,15,0.28105365594061127
40,electrolizer,2030,2,16,16,0.28105365594061127
