scenario,milestone_year,period,rep_period,weight
7,2030,1,2,0.18677547753031337
7,2030,1,11,0.26677461011811915
7,2030,1,16,0.398918770031054
7,2030,1,24,0.14753114232051343
7,2030,2,4,0.05238834034174017
7,2030,2,6,0.01454274981178542
7,2030,2,10,0.04973590127214512
7,2030,2,17,0.7463170719828155
7,2030,2,21,0.02226389102670028
7,2030,2,23,0.11475204556481348
7,2030,3,2,0.045759548520570265
7,2030,3,5,0.08308525299621206
7,2030,3,14,0.011409696811782782
7,2030,3,16,0.1418759406154558
7,2030,3,22,0.21180306914523295
7,2030,3,23,0.47321441164649947
7,2030,3,24,0.03285208026424663
7,2030,4,4,0.02970763833129047
7,2030,4,11,0.14687096402384425
7,2030,4,17,0.024055246280699688
7,2030,4,20,0.6285733361389575
7,2030,4,22,0.02574456756745756
7,2030,4,23,0.06298535818168906
7,2030,4,24,0.08206288947606147
7,2030,5,8,0.12489420094052145
7,2030,5,16,0.1488959207542979
7,2030,5,17,0.6405761778881618
7,2030,5,22,0.02989824792786528
7,2030,5,23,0.05573545248915365
7,2030,6,1,0.13904634279175426
7,2030,6,4,0.15380194414543533
7,2030,6,6,0.14239795857650983
7,2030,6,8,0.29644027237411685
7,2030,6,10,0.02048167617857471
7,2030,6,16,0.03165372004667228
7,2030,6,19,0.028688927247679
7,2030,6,23,0.1874891586392576
7,2030,7,11,0.64871636176141
7,2030,7,14,0.18398620961536222
7,2030,7,17,0.0315070051609804
7,2030,7,20,0.010885903415713301
7,2030,7,24,0.12490452004653416
7,2030,8,11,0.39062648273700523
7,2030,8,14,0.08287414494005636
7,2030,8,16,0.14081189648121845
7,2030,8,20,0.25170040121478016
7,2030,8,22,0.13398707462693982
7,2030,9,1,0.2009501424144969
7,2030,9,6,0.05451133011079801
7,2030,9,7,0.09064170302397083
7,2030,9,8,0.6064935704624455
7,2030,9,12,0.04740325398828895
7,2030,10,1,0.017652038900305544
7,2030,10,16,0.9512151190170836
7,2030,10,19,0.03113284208261091
7,2030,11,2,0.03774209207412236
7,2030,11,11,0.8368900721712748
7,2030,11,14,0.06542537504497781
7,2030,11,24,0.05994246070962507
7,2030,12,11,0.7953361693480531
7,2030,12,14,0.1149043642669368
7,2030,12,20,0.03980503243853153
7,2030,12,24,0.0499544339464786
7,2030,13,6,0.6092767965715338
7,2030,13,8,0.16505520215614403
7,2030,13,18,0.03936571695490421
7,2030,13,23,0.18630228431741785
7,2030,14,1,0.21770382274175168
7,2030,14,5,0.2685290471827546
7,2030,14,6,0.037436217524547045
