id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,65723.50589847044
2,wind,2030,false,0.4,,0.0
3,solar,2030,false,0.5,,0.0
4,ocgt,2030,false,0.1,,27988.4528122365
5,electrolizer,2030,false,0.1,,1.0056720463325155
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,105367.89473684192
