asset,benchmark_solution,approximation_solution,diff
ccgt,1.2061897121188037,1.188335819120069,-0.014801894610236996
wind,2.7848447844788695,3.0654330353626054,0.10075543615485291
solar,0.6831105336614312,0.7545546862374151,0.10458651866052712
ocgt,0.26371566582568506,0.28278126157861994,0.07229603024621659
electrolizer,1.0,1.0,0.0
wind_offshore,0.0,0.0,0.0
battery,0.0,0.0,0.0
