id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.2203194095944536
2,wind,2030,false,0.4,,3.0079420556403464
3,solar,2030,false,0.5,,0.21524505368575383
4,ocgt,2030,false,0.1,,0.5358841938617589
5,electrolizer,2030,false,0.1,,1.0314589236713485
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
