scenario,milestone_year,period,rep_period,weight
5,2030,1,1,1.0
10,2030,1,2,1.0
2,2030,1,3,1.0
1,2030,1,4,1.0
7,2030,1,5,1.0
3,2030,1,6,1.0
6,2030,1,7,1.0
9,2030,1,8,1.0
4,2030,1,9,1.0
8,2030,1,10,1.0
