id,scenario,probability,solution,total_cost
1,1,0.014285714285714285,,168.24495218870933
2,2,0.014285714285714285,,187.63918718141727
3,3,0.014285714285714285,,186.69858074071112
4,4,0.014285714285714285,,188.602549464831
5,5,0.014285714285714285,,190.77924928407106
6,6,0.014285714285714285,,162.20824345594215
7,7,0.014285714285714285,,195.57340416724384
8,8,0.014285714285714285,,173.16034649219662
9,9,0.014285714285714285,,191.24985961727404
10,10,0.014285714285714285,,202.64811938635444
11,11,0.014285714285714285,,175.61768368369798
12,12,0.014285714285714285,,189.4291583591517
13,13,0.014285714285714285,,184.66217800281933
14,14,0.014285714285714285,,186.8132841391332
15,15,0.014285714285714285,,175.49467101136744
16,16,0.014285714285714285,,188.10553699860972
17,17,0.014285714285714285,,187.66323206004046
18,18,0.014285714285714285,,205.53953745515355
19,19,0.014285714285714285,,214.20481229419914
20,20,0.014285714285714285,,223.5394835271972
21,21,0.014285714285714285,,227.3484847897383
22,22,0.014285714285714285,,230.71275971802683
23,23,0.014285714285714285,,214.65179072007743
24,24,0.014285714285714285,,206.10770478701326
25,25,0.014285714285714285,,236.39105152283514
26,26,0.014285714285714285,,217.3603348494532
27,27,0.014285714285714285,,217.68515456731777
28,28,0.014285714285714285,,212.77738702924083
29,29,0.014285714285714285,,212.3641584690702
30,30,0.014285714285714285,,220.11099517402423
31,31,0.014285714285714285,,268.68608440993955
32,32,0.014285714285714285,,273.0809062106789
33,33,0.014285714285714285,,288.6035709088606
34,34,0.014285714285714285,,268.917265676227
35,35,0.014285714285714285,,270.73992082716796
36,36,0.014285714285714285,,232.09800401664953
37,37,0.014285714285714285,,255.01038049965504
38,38,0.014285714285714285,,278.52167029927716
39,39,0.014285714285714285,,248.43869691517918
40,40,0.014285714285714285,,283.64697181070136
41,41,0.014285714285714285,,272.9143878838906
42,42,0.014285714285714285,,262.1240069379869
43,43,0.014285714285714285,,264.07285306719973
44,44,0.014285714285714285,,301.25732798651705
45,45,0.014285714285714285,,280.23514374194536
46,46,0.014285714285714285,,251.13985667381968
47,47,0.014285714285714285,,290.5314102639208
48,48,0.014285714285714285,,249.6386310159813
49,49,0.014285714285714285,,252.35950568574026
50,50,0.014285714285714285,,272.48961036845225
51,51,0.014285714285714285,,270.25020097105016
52,52,0.014285714285714285,,282.6244709713453
53,53,0.014285714285714285,,238.1865801315992
54,54,0.014285714285714285,,267.97842769514534
55,55,0.014285714285714285,,259.62353541612583
56,56,0.014285714285714285,,298.18441850557184
57,57,0.014285714285714285,,297.54638578409106
58,58,0.014285714285714285,,310.5345294128935
59,59,0.014285714285714285,,297.62834003769666
60,60,0.014285714285714285,,286.42931933552364
61,61,0.014285714285714285,,315.3475130550703
62,62,0.014285714285714285,,325.53466317936824
63,63,0.014285714285714285,,326.87816416314683
64,64,0.014285714285714285,,292.044475040123
65,65,0.014285714285714285,,312.216849383061
66,66,0.014285714285714285,,300.6507451233641
67,67,0.014285714285714285,,340.4931129733194
68,68,0.014285714285714285,,308.01186860237164
69,69,0.014285714285714285,,328.87674027212637
70,70,0.014285714285714285,,301.14249691882287
