id,scenario,probability,solution,total_cost
1,1,0.1,,188.13174625773354
2,2,0.1,,187.02792065263486
3,3,0.1,,204.07783657057573
4,4,0.1,,233.42859262520668
5,5,0.1,,227.2036677769546
6,6,0.1,,288.953819284892
7,7,0.1,,299.97220719002786
8,8,0.1,,309.2509636890225
9,9,0.1,,298.9766035789929
10,10,0.1,,297.695170073319
