id,asset,milestone_year,rep_period,time_block_start,time_block_end,solution,dual_accumulated_storage_intra_period
1,h2_storage,2030,1,1,1,,-0.7272300609506936
2,h2_storage,2030,1,2,2,,-0.7272300609506936
3,h2_storage,2030,1,3,3,,-0.7272300609506936
4,h2_storage,2030,1,4,4,,-0.7272300609506936
5,h2_storage,2030,1,5,5,,-0.7272300609506936
6,h2_storage,2030,1,6,6,,-0.7272300609506936
7,h2_storage,2030,1,7,7,,-0.7272300609506936
8,h2_storage,2030,1,8,8,,-0.7272300609506936
9,h2_storage,2030,1,9,9,,-0.7272300609506936
10,h2_storage,2030,1,10,10,,-0.7272300609506936
11,h2_storage,2030,1,11,11,,-0.7272300609506936
12,h2_storage,2030,1,12,12,,-0.7272300609506936
13,h2_storage,2030,1,13,13,,-0.7272300609506936
14,h2_storage,2030,1,14,14,,-0.7272300609506936
15,h2_storage,2030,1,15,15,,-0.7272300609506936
16,h2_storage,2030,1,16,16,,-0.7272300609506936
17,h2_storage,2030,1,17,17,,-0.7272300609506936
18,h2_storage,2030,1,18,18,,-0.7272300609506936
19,h2_storage,2030,1,19,19,,-0.7272300609506936
20,h2_storage,2030,1,20,20,,-0.7272300609506936
21,h2_storage,2030,1,21,21,,-0.7272300609506936
22,h2_storage,2030,1,22,22,,-0.7272300609506936
23,h2_storage,2030,1,23,23,,-0.7272300609506936
24,h2_storage,2030,1,24,24,,-0.7272300609506936
25,h2_storage,2030,2,1,1,,-1.0756395640681546
26,h2_storage,2030,2,2,2,,-1.0756395640681546
27,h2_storage,2030,2,3,3,,-1.0756395640681546
28,h2_storage,2030,2,4,4,,-1.0756395640681546
29,h2_storage,2030,2,5,5,,-1.0756395640681546
30,h2_storage,2030,2,6,6,,-1.0756395640681546
31,h2_storage,2030,2,7,7,,-1.0756395640681546
32,h2_storage,2030,2,8,8,,-1.0756395640681546
33,h2_storage,2030,2,9,9,,-1.0756395640681546
34,h2_storage,2030,2,10,10,,-1.0756395640681546
35,h2_storage,2030,2,11,11,,-1.0756395640681546
36,h2_storage,2030,2,12,12,,-1.0756395640681546
37,h2_storage,2030,2,13,13,,-1.0756395640681546
38,h2_storage,2030,2,14,14,,-1.0756395640681546
39,h2_storage,2030,2,15,15,,-1.0756395640681546
40,h2_storage,2030,2,16,16,,-1.0756395640681546
41,h2_storage,2030,2,17,17,,-1.0756395640681546
42,h2_storage,2030,2,18,18,,-1.0756395640681546
43,h2_storage,2030,2,19,19,,-1.0756395640681546
44,h2_storage,2030,2,20,20,,-1.0756395640681546
45,h2_storage,2030,2,21,21,,-1.0756395640681546
46,h2_storage,2030,2,22,22,,-1.0756395640681546
47,h2_storage,2030,2,23,23,,-1.0756395640681546
48,h2_storage,2030,2,24,24,,-1.0756395640681546
49,h2_storage,2030,3,1,1,,-0.38740506320091744
50,h2_storage,2030,3,2,2,,-0.38740506320091744
51,h2_storage,2030,3,3,3,,-0.38740506320091744
52,h2_storage,2030,3,4,4,,-0.38740506320091744
53,h2_storage,2030,3,5,5,,-0.38740506320091744
54,h2_storage,2030,3,6,6,,-0.38740506320091744
55,h2_storage,2030,3,7,7,,-0.38740506320091744
56,h2_storage,2030,3,8,8,,-0.38740506320091744
57,h2_storage,2030,3,9,9,,-0.38740506320091744
58,h2_storage,2030,3,10,10,,-0.38740506320091744
59,h2_storage,2030,3,11,11,,-0.38740506320091744
60,h2_storage,2030,3,12,12,,-0.38740506320091744
61,h2_storage,2030,3,13,13,,-0.38740506320091744
62,h2_storage,2030,3,14,14,,-0.38740506320091744
63,h2_storage,2030,3,15,15,,-0.38740506320091744
64,h2_storage,2030,3,16,16,,-0.38740506320091744
65,h2_storage,2030,3,17,17,,-0.38740506320091744
66,h2_storage,2030,3,18,18,,-0.38740506320091744
67,h2_storage,2030,3,19,19,,-0.38740506320091744
