asset,benchmark_solution,approximation_solution,diff
ccgt,1.2189138721082384,1.1451800834855568,-0.060491385248697994
wind,2.6514690768617877,2.4757534828706134,-0.0662710327359906
solar,0.8638152678311549,1.5112483445015272,0.7495040904937124
ocgt,0.0,0.04448546046615532,0.04448546046615532
electrolizer,1.0,1.0,0.0
wind_offshore,0.0,0.0,0.0
battery,0.0,0.24298472805685328,0.24298472805685328
e_demand_lol,0.0,0.0,0.0
h2_demand_lol,0.0,1032.0,1032.0
