id,scenario,probability,solution,total_cost
1,1,0.1,,172.25622040020366
2,2,0.1,,171.80949021188255
3,3,0.1,,221.84876580497524
4,4,0.1,,196.25256421154606
5,5,0.1,,222.64272138384152
6,6,0.1,,199.13825274382455
7,7,0.1,,292.7869849081709
8,8,0.1,,262.44944468390236
9,9,0.1,,261.4102786792353
10,10,0.1,,14721.33271238069
