id,scenario,probability,solution,total_cost
1,1,0.1,,158.72387022918048
2,2,0.1,,185.0551101504451
3,3,0.1,,217.01366493389875
4,4,0.1,,211.80291766923088
5,5,0.1,,206.7174828872276
6,6,0.1,,317.3993178478661
7,7,0.1,,299.26567155266594
8,8,0.1,,290.11589596864263
9,9,0.1,,278.50738045242343
10,10,0.1,,324.6527704782456
