asset,max_investment,mean_investment,std_investment
ccgt,49793.46104269772,37697.24299150759,6152.070344195317
ocgt,8878.500654796604,3671.710211560329,1204.237844401413
solar,25316.40834895353,5186.213227357428,5342.80470336249
wind,53231.233532298065,35358.2859298978,13281.266805430965
wind_offshore,4669.574285137742,32.42759920234543,389.1311904281453
electrolizer,0.13737153534724386,0.10469174352445874,0.00518830193290132
battery,13534.948482146487,4374.526699518643,1931.597090255857
