id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.172026583024906
2,wind,2030,false,0.4,,3.00528983085679
3,solar,2030,false,0.5,,0.44928248379149155
4,ocgt,2030,false,0.1,,0.3732806780245637
5,electrolizer,2030,false,0.1,,1.0000000000000164
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
