id,scenario,probability,total_cost
58,58,0.014285714285714285,326.8003768097747
61,61,0.014285714285714285,329.6993218068442
62,62,0.014285714285714285,340.67632302601754
63,63,0.014285714285714285,340.3704532235354
65,65,0.014285714285714285,328.7435108850805
67,67,0.014285714285714285,354.6189432587412
68,68,0.014285714285714285,322.78874651127984
69,69,0.014285714285714285,343.4661724407204
