case_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_benchmark,objective_value_resolve_benchmark,termination_status_resolve_benchmark,num_loss_of_load_e_demand_benchmark,lole_e_demand_benchmark,num_loss_of_load_h2_demand_benchmark,lole_h2_demand_benchmark,water_borrowed_benchmark,value_at_risk_threshold_mu_benchmark,time_to_resolve_baseline,objective_value_resolve_baseline,termination_status_resolve_baseline,num_loss_of_load_e_demand_baseline,lole_e_demand_baseline,num_loss_of_load_h2_demand_baseline,lole_h2_demand_baseline,water_borrowed_baseline,value_at_risk_threshold_mu_baseline,scenario_set,seed,number_of_scenarios
0_HourlyBaseline,1,Gurobi,0.0,5.473895584,107.824014875,382.584364958,29.324612667,513.7511722203257,OPTIMAL,0.0,2452810,1752018,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,0.0,304.8869871737136,full,1,10
convex_convex_per_rp_12_benchmark,12,Gurobi,30.452969541,0.816401625,17.668316209,2.181258708,6.490856084,497.80766934212863,OPTIMAL,0.0,91030,64918,0.0,0.0,,0,0.0,0,0.0,0.0,263.72330364319544,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,full,1,10
convex_convex_per_rp_12_reduced_scenario_set,12,Gurobi,4.904260542,0.145447416,7.728422458,0.531595875,0.312786083,497.7115970917424,OPTIMAL,214.95068786794346,27309,19481,0.177155291,497.97823002089365,OPTIMAL,0,0.0,0,0.0,0.0,268.4887142889959,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,reduced,1,10
convex_convex_per_rp_12_reduced_scenario_set,12,Gurobi,4.904260542,0.145447416,7.728422458,0.531595875,0.312786083,497.7115970917424,OPTIMAL,214.95068786794346,27309,19481,0.0,0.0,,0,0.0,0,0.0,0.0,0.0,105.149348625,3245.3657945282484,OPTIMAL,0,0.0,1032,103.2,0.0,292.78698490816424,reduced,1,10
