id,scenario,probability,solution,total_cost
1,1,0.1,,190.20715388123585
2,2,0.1,,188.72145691456475
3,3,0.1,,205.50427630152237
4,4,0.1,,235.6482827440004
5,5,0.1,,229.55654950448468
6,6,0.1,,291.84132554648426
7,7,0.1,,302.51111066402024
8,8,0.1,,311.46162255616946
9,9,0.1,,301.4196634422846
10,10,0.1,,1575.8818785380593
