asset,benchmark_solution,approximation_solution,diff
ccgt,1.172026583024906,1.2203194095944536,0.04120454882935148
wind,3.00528983085679,3.0079420556403464,0.0008825188027872841
solar,0.44928248379149155,0.21524505368575383,-0.5209137648338693
ocgt,0.3732806780245637,0.5358841938617589,0.4356065700954794
electrolizer,1.0000000000000164,1.0314589236713485,0.03145892367133156
wind_offshore,0.0,0.0,0.0
battery,0.0,0.0,0.0
e_demand_lol,0.0,0.0,0.0
h2_demand_lol,0.0,0.0,0.0
