asset,benchmark_solution,approximation_solution,diff
ccgt,1.1743935250916901,1.2353117940769363,0.0518721090364407
wind,2.850764884431315,2.9384804346572477,0.0307691282101051
solar,1.111964057797529,0.44765731841521744,-0.5974174567279684
ocgt,0.0,0.0,0.0
electrolizer,1.0,1.0000000000000002,2.220446049250313e-16
wind_offshore,0.0,0.0,0.0
battery,0.0,0.0,0.0
e_demand_lol,0.0,0.0,0.0
h2_demand_lol,0.0,13.0,13.0
