asset,benchmark_solution,approximation_solution,diff
ccgt,1.2503085270502816,1.2119520609218581,-0.03067760100694007
wind,2.5631232746311237,3.088489642161369,0.20497116651787042
solar,0.0,0.1914485788353685,0.1914485788353685
ocgt,0.7105141203172655,0.7476737132290723,0.05229958399027167
electrolizer,1.024264498527158,1.102107714347785,0.07599913492321733
wind_offshore,0.0,0.0,0.0
battery,0.0,0.0,0.0
