id,scenario,probability,solution,total_cost
1,1,0.025,,191.43455566026333
2,2,0.025,,177.42524771425266
3,3,0.025,,193.47727214746098
4,4,0.025,,182.67271988495463
5,5,0.025,,194.69426246327768
6,6,0.025,,174.4775807588402
7,7,0.025,,186.96071462334868
8,8,0.025,,182.51703820090682
9,9,0.025,,174.13113847473198
10,10,0.025,,212.91871055568444
11,11,0.025,,222.66514598094423
12,12,0.025,,213.56652826019229
13,13,0.025,,201.93053691230966
14,14,0.025,,215.72016560593457
15,15,0.025,,213.66978553824455
16,16,0.025,,256.6708252141477
17,17,0.025,,279.43296378710545
18,18,0.025,,275.21236022977075
19,19,0.025,,263.80576642271745
20,20,0.025,,289.6267014954922
21,21,0.025,,264.9388324268677
22,22,0.025,,299.728440405646
23,23,0.025,,275.7879569423304
24,24,0.025,,272.1176776894239
25,25,0.025,,253.80066311559438
26,26,0.025,,273.003709288041
27,27,0.025,,281.15537666987575
28,28,0.025,,239.7064591165353
29,29,0.025,,301.8997081409174
30,30,0.025,,301.29683323222235
31,31,0.025,,312.3983422369573
32,32,0.025,,271.2412937989096
33,33,0.025,,290.23245421688455
34,34,0.025,,329.08919983995503
35,35,0.025,,353.77500953362784
36,36,0.025,,295.47173459679436
37,37,0.025,,308.39697566743047
38,38,0.025,,282.02635282820467
39,39,0.025,,310.32506200746406
40,40,0.025,,316.4762558007088
