id,asset,milestone_year,investment_integer,capacity,investment_limit,solution
1,ccgt,2030,false,0.8,,1.2191751718555055
2,wind,2030,false,0.4,,2.8111327073010943
3,solar,2030,false,0.5,,0.2905516279712292
4,ocgt,2030,false,0.1,,0.6465938128876697
5,electrolizer,2030,false,0.1,,1.0540579000415262
6,wind_offshore,2030,false,0.4,,0.0
7,battery,2030,false,0.05,,0.0
