id,scenario,probability,solution,total_cost
1,1,0.025,,194.6197030619367
2,2,0.025,,186.49367610992962
3,3,0.025,,190.14175252141143
4,4,0.025,,200.42381054715423
5,5,0.025,,176.73452051669992
6,6,0.025,,180.11091047295864
7,7,0.025,,175.49919085113916
8,8,0.025,,177.40249131304415
9,9,0.025,,195.84268422398145
10,10,0.025,,217.3003642883154
11,11,0.025,,226.4392636776871
12,12,0.025,,225.52007092897344
13,13,0.025,,217.55963371478387
14,14,0.025,,232.49728614491326
15,15,0.025,,230.39051492256706
16,16,0.025,,211.47895618560003
17,17,0.025,,227.5571396830667
18,18,0.025,,218.960411679618
19,19,0.025,,252.1864614154396
20,20,0.025,,220.14989307816748
21,21,0.025,,220.5092465094828
22,22,0.025,,220.87088166475405
23,23,0.025,,225.5991378937597
24,24,0.025,,288.15635803617465
25,25,0.025,,283.0954695796143
26,26,0.025,,292.77847118770853
27,27,0.025,,273.16196358268706
28,28,0.025,,304.38528421475365
29,29,0.025,,262.9112095385226
30,30,0.025,,279.82570098888147
31,31,0.025,,312.0786454260592
32,32,0.025,,330.25100093641583
33,33,0.025,,327.1228332372655
34,34,0.025,,309.6031795372175
35,35,0.025,,300.2739748855022
36,36,0.025,,358.6314484568456
37,37,0.025,,321.9459866627321
38,38,0.025,,306.1473829199864
39,39,0.025,,346.30101798641863
40,40,0.025,,319.75151749060745
