base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.484030167,22.666781916,80.532230125,6.289781375,503.5210723437049,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,308.1250188873739,full,9,70
convex_conicalb_per_rp_24CC,24,Gurobi,34.134142791,0.869845791,17.050612791,9.524728125,3.733330792,502.92069306679804,OPTIMAL,230.33542769329196,144135,110267,3.228854834,503.6297891909455,OPTIMAL,0,0.0,0,0.0,0.0,313.4231833283924,reduced,9,70
