base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.30793575,23.808604167,85.521171708,5.196899625,506.0345179091121,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,329.5053317070885,full,8,70
convex_conicalb_per_rp_24CC,24,Gurobi,42.512109,0.812972792,17.942242792,9.905551417,3.715545083,504.9917171347403,OPTIMAL,249.5235902626195,144135,110267,3.184151791,506.07885351942616,OPTIMAL,0,0.0,0,0.0,0.0,333.46525004573743,reduced,8,70
