base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,1.394173291,6.294223583,7.842289084,1.399395292,490.26633795926875,OPTIMAL,0.0,160150,122518,0.0,0.0,,0,0.0,0,0.0,0.0,274.4280906147279,full,9,10
convex_conicalb_per_rp_24CC,24,Gurobi,3.883617958,0.198351458,1.33543175,1.722505334,0.142554,499.2763895870155,OPTIMAL,232.47506701731479,48045,36761,0.470044417,492.239712549302,OPTIMAL,0,0.0,0,0.0,0.0,257.0480658324175,reduced,9,10
