base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,2.242976417,12.3543165,41.431946166,3.262736375,501.31366148684157,OPTIMAL,0.0,640600,490048,0.0,0.0,,0,0.0,0,0.0,0.0,333.6340433473958,full,10,40
convex_conicalb_per_rp_24CC,24,Gurobi,7.430960166,0.281705916,1.370750833,2.633109625,0.687285209,509.31433097428936,OPTIMAL,230.2539625225993,96090,73514,3.694064834,503.7859875289793,OPTIMAL,0,0.0,0,0.0,0.0,302.7842296354899,reduced,10,40
