base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_convex_per,1,Gurobi,0.0,1.262617833,5.735503209,7.802593917,0.98444625,539.0224671501213,OPTIMAL,0.0,160150,122518,0.0,0.0,,0,0.0,0,0.0,0.0,308.3107294930825,full,4,10
convex_convex_per_rp_24CC,24,Gurobi,3.06336175,0.163606916,0.589752208,0.953985708,0.236846,543.1912452863708,OPTIMAL,266.5153458474714,48045,36761,0.376559792,539.3247711186169,OPTIMAL,0,0.0,0,0.0,0.0,300.93114588816456,reduced,4,10
