base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.406204667,27.086400958,60.640029167,7.010874416,514.7818162509116,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,326.2554650154091,full,1,70
convex_conicalb_per_rp_24CC,24,Gurobi,42.66039825,0.950625667,16.661575292,4.899586916,3.273289875,519.9112417152076,OPTIMAL,247.3459534897764,144135,110267,13.389028333,516.1108230514864,OPTIMAL,0,0.0,0,0.0,0.0,310.9800613716436,reduced,1,70
