base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,3.328793792,27.608911417,92.372416292,8.575325958,509.8534945066847,OPTIMAL,0.0,1121050,857578,0.0,0.0,,0,0.0,0,0.0,0.0,314.79948972097924,full,6,70
convex_conicalb_per_rp_24CC,24,Gurobi,12.982540792,0.683591292,15.136181875,7.491920625,0.664160875,515.1251003153864,OPTIMAL,244.15148383099523,144135,110267,4.864558875,510.975494154583,OPTIMAL,0,0.0,0,0.0,0.0,317.9263171987984,reduced,6,70
