base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,1.369423791,6.414317167,5.581678084,1.265963584,508.6279010608435,OPTIMAL,0.0,160150,122518,0.0,0.0,,0,0.0,0,0.0,0.0,304.9567277793516,full,8,10
convex_conicalb_per_rp_24CC,24,Gurobi,3.12584925,0.181804625,0.879185792,1.1000835,0.145088666,504.90979715374675,OPTIMAL,216.37252383205742,48045,36761,0.52054725,509.36866797618234,OPTIMAL,0,0.0,0,0.0,0.0,289.4796036553479,reduced,8,10
