base_name,rp,solver,time_to_cluster,time_to_read,time_to_create,time_to_solve,time_to_save,objective_value,termination_status,value_at_risk_threshold_mu_red,num_constraints,num_variables,time_to_resolve_full,objective_value_resolve_full,termination_status_resolve_full,num_loss_of_load_e_demand,lole_e_demand,num_loss_of_load_h2_demand,lole_h2_demand,water_borrowed,value_at_risk_threshold_mu_full,scenario_set,seed,number_of_scenarios
convex_conicalb_per,1,Gurobi,0.0,4.1411532,18.582907,19.1898007,3.1768448,490.6837954731755,OPTIMAL,0.0,320300,245028,0.0,0.0,,0,0.0,0,0.0,0.0,506.8207403735455,full,3,20
convex_conicalb_per_rp_24CC,24,Gurobi,7.1589222,0.6374316,1.8031461,5.0560076,0.3056995,493.5432486282077,OPTIMAL,463.3974614630631,96090,73514,1.5652113,491.3089545757398,OPTIMAL,0,0.0,0,0.0,0.0,504.26808961906767,reduced,3,20
